order_id,customer_id,product_id,order_date,shipping_date,delivery_date,quantity,sales,profit,discount,shipping_mode,payment_mode
ORD00209060,CUST014220,PROD01045,2024-06-04,2024-06-08,2024-06-22,2,65980.0,8088.06,13894.3,Economy,Net Banking
ORD00218340,CUST011866,PROD01028,2024-01-11,2024-01-13,2024-01-14,1,14999.0,2102.64,3490.17,Express,UPI
ORD00223869,CUST014709,PROD01018,2025-01-08,2025-01-11,2025-01-12,2,93980.0,10632.42,13195.22,Express,Net Banking
ORD00151813,CUST011451,PROD01052,2023-01-10,2023-01-12,2023-01-12,1,79990.0,13605.51,19533.51,Same Day,Net Banking
ORD00233979,CUST012284,PROD01011,2025-02-12,2025-02-16,2025-02-17,4,179996.0,23052.73,24309.05,Same Day,Wallet
ORD00092327,CUST010155,PROD01002,2022-05-16,2022-05-18,2022-05-23,1,14999.0,1692.8,1960.36,Standard,UPI
ORD00132944,CUST011732,PROD01036,2023-07-14,2023-07-17,2023-07-18,2,31980.0,9664.99,792.47,Express,Credit Card
ORD00083508,CUST013677,PROD01035,2021-10-08,2021-10-10,2021-10-11,1,2499.0,404.35,498.63,Express,Net Banking
ORD00147578,CUST012273,PROD01060,2023-08-13,2023-08-18,2023-08-19,1,2999.0,647.71,428.88,Express,Debit Card
ORD00055234,CUST012039,PROD01029,2020-06-24,2020-06-25,2020-06-26,2,143800.0,21124.15,24740.72,Same Day,COD
ORD00197870,CUST010270,PROD01051,2024-05-26,2024-05-27,2024-06-09,2,59998.0,10088.21,5929.14,Economy,Debit Card
ORD00220831,CUST010118,PROD01038,2024-02-23,2024-02-25,2024-03-03,2,83800.0,15204.87,15040.41,Economy,Net Banking
ORD00055274,CUST011177,PROD01014,2020-05-21,2020-05-26,2020-05-28,1,10999.0,953.01,2117.92,Express,UPI
ORD00076517,CUST011754,PROD01035,2021-07-18,2021-07-23,2021-07-31,1,2499.0,594.34,532.54,Economy,UPI
ORD00133611,CUST010655,PROD01045,2023-11-23,2023-11-24,2023-12-04,3,98970.0,12121.83,35603.97,Economy,UPI
ORD00123958,CUST011191,PROD01037,2023-03-08,2023-03-09,2023-03-16,1,1299.0,260.1,103.14,Standard,Net Banking
ORD00222010,CUST013778,PROD01024,2025-01-14,2025-01-18,2025-01-19,2,113980.0,12296.52,15786.95,Express,Wallet
ORD00244202,CUST013522,PROD01005,2025-01-19,2025-01-21,2025-02-01,4,259996.0,28488.77,6302.09,Economy,COD
ORD00145846,CUST010961,PROD01042,2023-01-19,2023-01-24,2023-01-30,1,9999.0,1604.65,1258.87,Standard,Net Banking
ORD00059383,CUST010299,PROD01062,2020-05-23,2020-05-26,2020-06-01,1,49990.0,5873.26,9949.72,Standard,Credit Card
ORD00131261,CUST012445,PROD01062,2023-05-04,2023-05-07,2023-05-08,1,49990.0,9444.43,1125.78,Same Day,COD
ORD00166304,CUST014196,PROD01048,2024-09-24,2024-09-27,2024-10-01,3,119997.0,28113.07,4093.31,Standard,Credit Card
ORD00112261,CUST012656,PROD01041,2022-04-18,2022-04-19,2022-04-23,2,6998.0,970.34,992.07,Standard,Debit Card
ORD00070630,CUST012751,PROD01038,2021-01-25,2021-01-30,2021-02-03,3,125700.0,15560.3,323.05,Standard,Debit Card
ORD00127957,CUST014249,PROD01003,2023-05-22,2023-05-23,2023-05-30,1,79900.0,6728.14,10794.48,Standard,COD
ORD00074526,CUST014641,PROD01004,2021-06-17,2021-06-19,2021-06-19,1,59900.0,4511.91,4982.32,Same Day,Net Banking
ORD00128316,CUST011433,PROD01029,2023-10-23,2023-10-24,2023-11-05,1,71900.0,10963.2,23705.06,Economy,Net Banking
ORD00214646,CUST013259,PROD01030,2024-09-03,2024-09-08,2024-09-09,2,49980.0,12213.58,144.64,Same Day,Net Banking
ORD00103413,CUST011492,PROD01057,2022-11-13,2022-11-18,2022-11-19,1,17999.0,3435.16,2114.41,Same Day,Debit Card
ORD00212071,CUST011056,PROD01050,2024-11-08,2024-11-09,2024-11-23,2,63998.0,7144.47,20331.7,Economy,UPI
ORD00067527,CUST011497,PROD01052,2021-09-18,2021-09-20,2021-10-03,2,159980.0,22710.47,2238.96,Economy,Wallet
ORD00181531,CUST011417,PROD01043,2024-04-10,2024-04-15,2024-04-17,3,5397.0,878.98,571.4,Express,COD
ORD00092076,CUST013661,PROD01007,2022-12-05,2022-12-07,2022-12-08,1,15999.0,1916.59,1823.55,Same Day,Net Banking
ORD00169102,CUST013486,PROD01041,2024-04-24,2024-04-27,2024-04-29,3,10497.0,1579.6,630.91,Express,Net Banking
ORD00128513,CUST012449,PROD01013,2023-04-08,2023-04-10,2023-04-13,4,519600.0,100572.99,66223.15,Standard,Credit Card
ORD00068668,CUST010416,PROD01044,2021-07-09,2021-07-10,2021-07-11,1,54990.0,9846.28,9869.99,Same Day,Net Banking
ORD00218754,CUST013059,PROD01030,2024-09-10,2024-09-12,2024-09-16,2,49980.0,13264.39,7527.32,Standard,Net Banking
ORD00153378,CUST013514,PROD01015,2023-07-08,2023-07-09,2023-07-21,2,85980.0,7935.02,18432.84,Economy,COD
ORD00120976,CUST010547,PROD01008,2023-08-23,2023-08-27,2023-08-27,2,49998.0,4554.97,8597.21,Same Day,Wallet
ORD00242333,CUST011541,PROD01029,2025-02-04,2025-02-05,2025-02-06,1,71900.0,13892.51,3045.09,Same Day,COD
ORD00144244,CUST010364,PROD01063,2023-11-19,2023-11-24,2023-12-02,3,98997.0,11648.42,16811.55,Economy,Debit Card
ORD00201582,CUST013449,PROD01036,2024-09-08,2024-09-10,2024-09-11,1,15990.0,3069.15,3973.43,Express,UPI
ORD00088830,CUST010949,PROD01048,2022-04-02,2022-04-04,2022-04-11,4,159996.0,20161.4,16961.9,Standard,Net Banking
ORD00097231,CUST014377,PROD01044,2022-05-09,2022-05-13,2022-05-14,1,54990.0,11184.91,1751.93,Same Day,Net Banking
ORD00194911,CUST013313,PROD01048,2024-01-24,2024-01-29,2024-02-01,1,39999.0,9558.19,688.05,Standard,Debit Card
ORD00100000,CUST010992,PROD01025,2022-01-24,2022-01-28,2022-01-28,1,30900.0,5410.5,6753.06,Same Day,COD
ORD00215634,CUST010491,PROD01012,2024-07-28,2024-07-30,2024-08-01,3,79497.0,6406.33,15644.91,Express,COD
ORD00161048,CUST012246,PROD01052,2023-03-28,2023-03-29,2023-03-30,1,79990.0,14596.52,6740.52,Same Day,Credit Card
ORD00215264,CUST013068,PROD01005,2024-03-30,2024-04-04,2024-04-05,3,194997.0,25670.38,9466.06,Same Day,COD
ORD00075828,CUST010429,PROD01027,2021-12-12,2021-12-15,2021-12-21,1,13999.0,2377.94,219.71,Standard,Net Banking
ORD00102594,CUST010530,PROD01034,2022-11-26,2022-11-28,2022-12-02,1,2999.0,606.97,611.9,Standard,Net Banking
ORD00244471,CUST011649,PROD01061,2025-02-11,2025-02-16,2025-02-19,2,99980.0,18981.17,23761.52,Express,COD
ORD00064263,CUST011865,PROD01022,2020-09-05,2020-09-09,2020-09-18,1,139990.0,15136.87,29501.32,Economy,COD
ORD00243234,CUST014721,PROD01001,2025-01-14,2025-01-18,2025-01-31,1,54999.0,4318.63,4467.64,Economy,Net Banking
ORD00179568,CUST014384,PROD01029,2024-09-03,2024-09-06,2024-09-10,2,143800.0,14215.8,27076.55,Standard,Wallet
ORD00233331,CUST013621,PROD01029,2025-01-13,2025-01-15,2025-01-22,2,143800.0,22710.29,29198.95,Economy,Debit Card
ORD00154114,CUST012570,PROD01044,2023-09-27,2023-10-01,2023-10-07,2,109980.0,21527.57,19674.43,Standard,Debit Card
ORD00166270,CUST014691,PROD01035,2024-02-12,2024-02-14,2024-02-17,1,2499.0,757.99,111.03,Express,COD
ORD00140005,CUST012425,PROD01040,2023-02-03,2023-02-04,2023-02-12,1,6999.0,1093.18,298.12,Economy,Wallet
ORD00070819,CUST011202,PROD01005,2021-08-04,2021-08-06,2021-08-20,2,129998.0,15927.4,20961.9,Economy,Net Banking
ORD00237131,CUST013376,PROD01044,2025-01-05,2025-01-06,2025-01-09,1,54990.0,8009.09,798.17,Express,Debit Card
ORD00160473,CUST010411,PROD01042,2023-08-18,2023-08-19,2023-08-19,1,9999.0,1266.08,1022.03,Same Day,COD
ORD00106859,CUST013728,PROD01051,2022-05-10,2022-05-12,2022-05-15,2,59998.0,12141.37,7242.34,Express,Wallet
ORD00240846,CUST010982,PROD01014,2025-01-26,2025-01-27,2025-01-28,1,10999.0,1236.44,857.77,Same Day,Net Banking
ORD00188734,CUST010940,PROD01014,2024-01-11,2024-01-14,2024-01-17,1,10999.0,1088.83,1056.39,Standard,Net Banking
ORD00126302,CUST013710,PROD01028,2023-03-15,2023-03-19,2023-03-26,1,14999.0,2376.55,463.2,Economy,Wallet
ORD00153731,CUST011459,PROD01018,2023-10-20,2023-10-23,2023-10-31,1,46990.0,4494.66,11155.28,Economy,Wallet
ORD00167507,CUST013628,PROD01040,2024-01-09,2024-01-14,2024-01-15,1,6999.0,1316.1,1724.86,Express,Net Banking
ORD00093615,CUST010305,PROD01030,2022-07-22,2022-07-24,2022-08-05,4,99960.0,19886.62,11467.4,Economy,Wallet
ORD00054704,CUST012156,PROD01026,2020-09-03,2020-09-07,2020-09-14,1,55999.0,11064.84,4081.51,Economy,Wallet
ORD00082358,CUST014759,PROD01003,2021-03-30,2021-04-03,2021-04-07,1,79900.0,9283.56,10031.87,Standard,COD
ORD00227995,CUST014890,PROD01003,2025-01-10,2025-01-13,2025-01-16,2,159800.0,11947.57,16910.06,Standard,Net Banking
ORD00076079,CUST013616,PROD01046,2021-04-25,2021-04-27,2021-04-27,1,104990.0,11316.28,17996.38,Same Day,UPI
ORD00092950,CUST013280,PROD01054,2022-02-04,2022-02-07,2022-02-14,2,89998.0,19747.22,7287.04,Standard,COD
ORD00182605,CUST010542,PROD01035,2024-05-14,2024-05-19,2024-05-26,1,2499.0,447.99,345.51,Standard,Debit Card
ORD00105729,CUST013049,PROD01048,2022-06-24,2022-06-25,2022-06-29,1,39999.0,5685.03,7553.62,Standard,COD
ORD00169913,CUST011630,PROD01023,2024-01-05,2024-01-09,2024-01-09,2,169980.0,17197.3,21269.58,Same Day,UPI
ORD00230301,CUST014145,PROD01049,2025-01-20,2025-01-21,2025-01-23,1,14999.0,2134.97,248.99,Express,Credit Card
ORD00086877,CUST011287,PROD01008,2021-02-04,2021-02-06,2021-02-09,2,49998.0,4374.26,8064.11,Express,Credit Card
ORD00113591,CUST010022,PROD01044,2022-11-15,2022-11-19,2022-11-19,2,109980.0,17564.48,19771.78,Same Day,UPI
ORD00120299,CUST013534,PROD01022,2023-06-06,2023-06-10,2023-06-13,2,279980.0,22074.51,63616.89,Standard,Wallet
ORD00160638,CUST013558,PROD01009,2023-04-19,2023-04-24,2023-04-29,1,29990.0,2560.65,4370.05,Standard,Credit Card
ORD00081902,CUST012920,PROD01056,2021-04-06,2021-04-10,2021-04-11,1,13999.0,3441.63,2372.54,Same Day,Debit Card
ORD00241701,CUST010471,PROD01032,2025-02-20,2025-02-22,2025-02-28,1,1499.0,316.82,270.38,Standard,Debit Card
ORD00172738,CUST014237,PROD01008,2024-01-09,2024-01-13,2024-01-27,1,24999.0,2582.22,1527.29,Economy,Credit Card
ORD00082924,CUST014208,PROD01004,2021-03-05,2021-03-07,2021-03-20,2,119800.0,10710.19,21505.18,Economy,UPI
ORD00151852,CUST014306,PROD01035,2023-11-12,2023-11-15,2023-11-19,5,12495.0,2086.32,3410.9,Standard,Net Banking
ORD00111931,CUST014192,PROD01033,2022-05-09,2022-05-11,2022-05-17,1,24900.0,4673.37,4289.23,Standard,Credit Card
ORD00245771,CUST011576,PROD01030,2025-01-27,2025-01-29,2025-02-11,2,49980.0,8183.63,11320.24,Economy,UPI
ORD00219521,CUST014069,PROD01003,2024-11-20,2024-11-21,2024-12-03,1,79900.0,9778.92,8988.71,Economy,UPI
ORD00202691,CUST011805,PROD01048,2024-10-12,2024-10-13,2024-10-18,2,79998.0,12467.59,17147.68,Standard,Debit Card
ORD00228914,CUST012765,PROD01058,2025-01-13,2025-01-14,2025-01-14,2,1798.0,327.14,242.99,Same Day,Credit Card
ORD00101828,CUST014693,PROD01029,2022-02-05,2022-02-07,2022-02-09,2,143800.0,20809.28,11506.73,Express,UPI
ORD00120643,CUST013511,PROD01011,2023-02-10,2023-02-13,2023-02-16,1,44999.0,4974.76,6659.72,Standard,UPI
ORD00243127,CUST010632,PROD01044,2025-02-24,2025-02-28,2025-03-08,2,109980.0,16651.25,27294.5,Economy,Credit Card
ORD00123539,CUST011461,PROD01001,2023-04-04,2023-04-09,2023-04-13,2,109998.0,10098.99,25496.58,Standard,Net Banking
ORD00245981,CUST014108,PROD01036,2025-02-23,2025-02-25,2025-03-09,3,47970.0,13306.6,1136.11,Economy,Net Banking
ORD00074824,CUST012275,PROD01021,2021-03-16,2021-03-20,2021-03-27,1,15000.0,1731.05,1645.1,Standard,Debit Card
ORD00083616,CUST011501,PROD01024,2021-08-27,2021-09-01,2021-09-04,2,113980.0,16659.95,2078.98,Express,Credit Card
ORD00228517,CUST013945,PROD01035,2025-01-25,2025-01-27,2025-02-03,1,2499.0,730.55,79.64,Economy,COD
ORD00098163,CUST010387,PROD01008,2022-04-29,2022-05-01,2022-05-05,1,24999.0,2556.28,932.17,Standard,UPI
ORD00098656,CUST012090,PROD01033,2022-03-06,2022-03-11,2022-03-21,1,24900.0,6343.68,1614.68,Economy,Net Banking
ORD00180769,CUST014987,PROD01010,2024-05-10,2024-05-14,2024-05-20,1,29990.0,2043.98,5407.43,Standard,Debit Card
ORD00108891,CUST014783,PROD01015,2022-07-08,2022-07-09,2022-07-20,1,42990.0,4005.66,4760.21,Economy,UPI
ORD00210278,CUST011972,PROD01016,2024-11-19,2024-11-22,2024-12-01,1,54990.0,4688.82,8813.32,Economy,Net Banking
ORD00171321,CUST013371,PROD01055,2024-09-04,2024-09-07,2024-09-08,1,8995.0,2132.99,1464.42,Same Day,Credit Card
ORD00118347,CUST010852,PROD01018,2022-07-01,2022-07-05,2022-07-07,1,46990.0,6186.28,3911.6,Express,UPI
ORD00224918,CUST012436,PROD01020,2025-02-28,2025-03-02,2025-03-07,1,92990.0,7460.61,1240.23,Standard,Wallet
ORD00193679,CUST012683,PROD01028,2024-01-13,2024-01-17,2024-01-24,1,14999.0,3155.89,2078.06,Standard,Credit Card
ORD00177265,CUST014799,PROD01029,2024-05-17,2024-05-21,2024-05-24,3,215700.0,21833.15,36457.06,Express,Wallet
ORD00168865,CUST010944,PROD01005,2024-05-15,2024-05-16,2024-05-22,1,64999.0,8275.73,6120.14,Standard,Wallet
ORD00132954,CUST013962,PROD01042,2023-01-05,2023-01-08,2023-01-21,1,9999.0,1195.34,160.05,Economy,Credit Card
ORD00069399,CUST014749,PROD01006,2021-04-03,2021-04-08,2021-04-15,2,55998.0,5400.43,4050.5,Standard,Debit Card
ORD00114612,CUST012170,PROD01054,2022-02-20,2022-02-21,2022-02-28,2,89998.0,14934.25,20287.17,Economy,Wallet
ORD00130360,CUST011194,PROD01055,2023-10-09,2023-10-14,2023-10-28,2,17990.0,3588.58,4843.19,Economy,UPI
ORD00118713,CUST014222,PROD01026,2022-07-09,2022-07-11,2022-07-16,3,167997.0,17880.15,24417.32,Standard,Credit Card
ORD00115132,CUST011493,PROD01040,2022-07-26,2022-07-30,2022-08-05,1,6999.0,804.75,1195.88,Standard,Credit Card
ORD00067280,CUST011524,PROD01052,2021-12-22,2021-12-23,2021-12-23,1,79990.0,13060.14,9412.62,Same Day,COD
ORD00212196,CUST011535,PROD01016,2024-02-23,2024-02-26,2024-03-07,2,109980.0,11503.48,24726.03,Economy,Net Banking
ORD00241779,CUST014510,PROD01032,2025-01-26,2025-01-29,2025-02-01,5,7495.0,2358.78,411.48,Express,COD
ORD00063528,CUST014441,PROD01064,2020-05-04,2020-05-08,2020-05-08,4,15980.0,3106.49,1411.19,Same Day,Debit Card
ORD00066422,CUST014535,PROD01016,2021-06-27,2021-06-30,2021-07-03,1,54990.0,4195.85,5450.67,Express,Net Banking
ORD00150109,CUST013384,PROD01021,2023-02-21,2023-02-23,2023-02-24,1,15000.0,1939.29,1166.36,Same Day,Net Banking
ORD00198407,CUST011262,PROD01001,2024-06-23,2024-06-25,2024-07-05,1,54999.0,7386.89,1539.29,Economy,Debit Card
ORD00129505,CUST014542,PROD01023,2023-10-13,2023-10-17,2023-10-18,3,254970.0,23105.55,98832.88,Express,COD
ORD00113644,CUST014528,PROD01058,2022-02-12,2022-02-13,2022-02-14,3,2697.0,758.86,112.36,Express,COD
ORD00095763,CUST012553,PROD01058,2022-05-20,2022-05-24,2022-06-05,1,899.0,186.07,43.66,Economy,Wallet
ORD00097384,CUST011372,PROD01053,2022-04-27,2022-05-02,2022-05-03,3,149997.0,17599.08,16769.64,Same Day,UPI
ORD00169805,CUST014611,PROD01055,2024-09-17,2024-09-20,2024-09-22,1,8995.0,1917.28,2225.78,Express,Debit Card
ORD00231252,CUST013676,PROD01031,2025-02-24,2025-02-26,2025-03-02,2,13998.0,3141.43,1061.77,Standard,COD
ORD00143958,CUST014690,PROD01044,2023-06-15,2023-06-17,2023-06-21,1,54990.0,11821.44,3872.11,Standard,Wallet
ORD00111792,CUST013891,PROD01045,2022-11-26,2022-12-01,2022-12-06,1,32990.0,5387.96,9100.77,Standard,Credit Card
ORD00075230,CUST012457,PROD01005,2021-11-25,2021-11-29,2021-12-02,1,64999.0,5830.39,16416.24,Express,Debit Card
ORD00109094,CUST011284,PROD01018,2022-01-22,2022-01-24,2022-01-24,3,140970.0,13380.73,22631.46,Same Day,COD
ORD00206039,CUST014491,PROD01045,2024-12-03,2024-12-08,2024-12-09,1,32990.0,5974.79,6650.64,Same Day,Credit Card
ORD00162327,CUST011648,PROD01063,2023-12-09,2023-12-14,2023-12-14,2,65998.0,9257.88,979.93,Same Day,Credit Card
ORD00165399,CUST014225,PROD01035,2024-02-09,2024-02-14,2024-02-14,2,4998.0,1058.12,1047.63,Same Day,Debit Card
ORD00145512,CUST014797,PROD01019,2023-08-15,2023-08-16,2023-08-23,1,44990.0,5130.38,10775.13,Standard,Credit Card
ORD00122414,CUST014638,PROD01022,2023-10-05,2023-10-09,2023-10-13,2,279980.0,23250.7,46531.81,Standard,Wallet
ORD00160166,CUST014497,PROD01011,2023-12-16,2023-12-21,2023-12-28,1,44999.0,4476.69,10741.37,Economy,Wallet
ORD00135965,CUST010538,PROD01040,2023-02-21,2023-02-22,2023-02-25,2,13998.0,1434.64,2336.75,Express,COD
ORD00184236,CUST012868,PROD01020,2024-01-06,2024-01-09,2024-01-22,1,92990.0,9236.87,17103.46,Economy,Net Banking
ORD00087848,CUST012681,PROD01014,2022-12-20,2022-12-23,2023-01-05,1,10999.0,801.84,983.54,Economy,Credit Card
ORD00080095,CUST013171,PROD01031,2021-07-02,2021-07-04,2021-07-04,1,6999.0,2414.25,76.68,Same Day,COD
ORD00170690,CUST010513,PROD01029,2024-08-11,2024-08-12,2024-08-12,2,143800.0,20651.61,8357.39,Same Day,COD
ORD00055794,CUST011106,PROD01027,2020-11-16,2020-11-19,2020-11-20,3,41997.0,5394.24,8217.54,Express,UPI
ORD00162645,CUST011308,PROD01031,2023-11-05,2023-11-10,2023-11-20,2,13998.0,2729.08,1740.62,Economy,COD
ORD00233407,CUST011721,PROD01059,2025-01-13,2025-01-18,2025-01-25,1,1499.0,378.71,245.96,Standard,Wallet
ORD00196865,CUST013503,PROD01018,2024-11-02,2024-11-04,2024-11-11,1,46990.0,3529.05,7062.92,Standard,COD
ORD00245006,CUST012130,PROD01012,2025-01-14,2025-01-17,2025-01-24,2,52998.0,4589.06,1683.89,Standard,Debit Card
ORD00130855,CUST014976,PROD01022,2023-11-23,2023-11-24,2023-12-02,2,279980.0,33273.8,38158.41,Economy,Wallet
ORD00051632,CUST013440,PROD01041,2020-10-29,2020-10-31,2020-11-04,2,6998.0,674.87,1728.7,Standard,Wallet
ORD00171179,CUST012696,PROD01056,2024-06-23,2024-06-27,2024-07-01,4,55996.0,11401.72,5964.23,Standard,UPI
ORD00229591,CUST010610,PROD01051,2025-01-27,2025-01-30,2025-01-30,3,89997.0,15088.57,12136.96,Same Day,UPI
ORD00246088,CUST011915,PROD01051,2025-02-17,2025-02-22,2025-02-25,2,59998.0,10882.79,13434.85,Express,Net Banking
ORD00146609,CUST014447,PROD01026,2023-01-12,2023-01-17,2023-01-20,2,111998.0,16762.83,10233.79,Express,Net Banking
ORD00111214,CUST013372,PROD01020,2022-12-18,2022-12-21,2023-01-01,1,92990.0,6922.31,9999.82,Economy,Debit Card
ORD00125918,CUST010299,PROD01026,2023-08-23,2023-08-28,2023-08-29,1,55999.0,9366.91,708.29,Same Day,Net Banking
ORD00158529,CUST014675,PROD01020,2023-05-15,2023-05-18,2023-05-19,2,185980.0,17740.52,13135.61,Same Day,UPI
ORD00136428,CUST013756,PROD01014,2023-02-27,2023-02-28,2023-02-28,1,10999.0,748.73,2602.88,Same Day,UPI
ORD00087088,CUST011456,PROD01011,2022-04-22,2022-04-25,2022-04-26,3,134997.0,11854.26,3976.44,Same Day,Net Banking
ORD00183459,CUST010858,PROD01064,2024-11-14,2024-11-19,2024-11-21,1,3995.0,440.0,963.41,Express,Credit Card
ORD00081151,CUST011095,PROD01056,2021-02-18,2021-02-20,2021-02-27,3,41997.0,11582.66,2724.32,Economy,Credit Card
ORD00189425,CUST014067,PROD01030,2024-07-21,2024-07-26,2024-07-31,1,24990.0,7420.91,896.0,Standard,Credit Card
ORD00197872,CUST013977,PROD01033,2024-10-26,2024-10-30,2024-11-05,1,24900.0,4503.98,9404.86,Standard,COD
ORD00211175,CUST010356,PROD01021,2024-03-19,2024-03-21,2024-03-24,1,15000.0,1722.52,649.21,Express,Credit Card
ORD00080412,CUST013412,PROD01047,2021-02-07,2021-02-12,2021-02-13,1,31999.0,5732.18,5080.06,Same Day,Net Banking
ORD00199995,CUST013586,PROD01027,2024-03-21,2024-03-24,2024-03-25,4,55996.0,7212.4,4260.2,Same Day,UPI
ORD00087894,CUST012548,PROD01057,2022-03-26,2022-03-28,2022-04-02,3,53997.0,14120.32,9425.83,Standard,Credit Card
ORD00117855,CUST013799,PROD01037,2022-09-29,2022-10-04,2022-10-04,2,2598.0,766.9,150.77,Same Day,COD
ORD00219789,CUST014975,PROD01064,2024-03-28,2024-04-01,2024-04-06,1,3995.0,848.14,225.51,Standard,Debit Card
ORD00211344,CUST012593,PROD01052,2024-10-21,2024-10-24,2024-10-27,1,79990.0,12334.78,13056.93,Standard,Debit Card
ORD00213501,CUST014311,PROD01045,2024-05-05,2024-05-08,2024-05-15,1,32990.0,3390.97,7287.71,Standard,Net Banking
ORD00072309,CUST014643,PROD01059,2021-05-09,2021-05-14,2021-05-28,3,4497.0,873.35,1028.9,Economy,COD
ORD00221977,CUST014763,PROD01012,2024-10-13,2024-10-17,2024-10-18,3,79497.0,5842.74,30944.99,Express,COD
ORD00091512,CUST013360,PROD01006,2022-04-03,2022-04-04,2022-04-12,1,27999.0,2124.54,6866.59,Economy,Credit Card
ORD00056063,CUST014871,PROD01011,2020-01-30,2020-02-03,2020-02-12,1,44999.0,3975.68,8091.86,Economy,COD
ORD00220501,CUST010355,PROD01063,2024-09-19,2024-09-20,2024-09-21,1,32999.0,6058.16,1403.12,Same Day,Wallet
ORD00224077,CUST012158,PROD01010,2025-01-18,2025-01-20,2025-01-20,2,59980.0,7283.95,4096.97,Same Day,Debit Card
ORD00080349,CUST010094,PROD01021,2021-01-23,2021-01-26,2021-02-02,1,15000.0,1670.05,1474.93,Standard,UPI
ORD00107442,CUST011518,PROD01001,2022-03-15,2022-03-20,2022-03-23,3,164997.0,14839.06,24309.11,Express,Net Banking
ORD00065191,CUST010476,PROD01034,2021-12-19,2021-12-22,2022-01-02,1,2999.0,634.96,242.61,Economy,Net Banking
ORD00197829,CUST014567,PROD01036,2024-02-09,2024-02-13,2024-02-19,2,31980.0,6843.96,2922.8,Standard,Wallet
ORD00150035,CUST014260,PROD01059,2023-05-22,2023-05-27,2023-05-31,1,1499.0,324.52,41.88,Standard,Debit Card
ORD00173424,CUST014389,PROD01002,2024-01-20,2024-01-23,2024-01-27,2,29998.0,2730.52,6911.04,Standard,Debit Card
ORD00145370,CUST011719,PROD01008,2023-11-12,2023-11-16,2023-11-22,1,24999.0,2201.03,9485.17,Standard,Debit Card
ORD00215210,CUST011234,PROD01024,2024-06-27,2024-06-28,2024-07-04,1,56990.0,5386.57,7565.36,Standard,Debit Card
ORD00106731,CUST012309,PROD01040,2022-05-17,2022-05-22,2022-05-23,1,6999.0,954.43,23.52,Same Day,Net Banking
ORD00136928,CUST010013,PROD01027,2023-11-26,2023-12-01,2023-12-02,3,41997.0,5848.32,15963.55,Same Day,COD
ORD00219485,CUST013361,PROD01059,2024-07-17,2024-07-21,2024-07-25,1,1499.0,338.7,292.67,Standard,Net Banking
ORD00228647,CUST011582,PROD01025,2025-01-26,2025-01-27,2025-01-27,1,30900.0,3343.51,6949.58,Same Day,Wallet
ORD00140159,CUST013087,PROD01021,2023-09-11,2023-09-15,2023-09-16,2,30000.0,3678.16,1242.95,Same Day,Credit Card
ORD00136404,CUST014352,PROD01062,2023-01-15,2023-01-20,2023-01-21,1,49990.0,6139.47,970.83,Same Day,Credit Card
ORD00195036,CUST013136,PROD01052,2024-03-03,2024-03-08,2024-03-09,1,79990.0,16857.14,4171.85,Express,Wallet
ORD00244618,CUST011639,PROD01062,2025-02-24,2025-02-26,2025-03-06,2,99980.0,21979.74,6712.07,Economy,UPI
ORD00076797,CUST010698,PROD01040,2021-03-15,2021-03-20,2021-03-21,1,6999.0,1048.8,1378.37,Same Day,Debit Card
ORD00077646,CUST010559,PROD01022,2021-09-17,2021-09-19,2021-09-25,1,139990.0,13226.47,13426.06,Standard,Wallet
ORD00073422,CUST010858,PROD01025,2021-11-02,2021-11-03,2021-11-06,2,61800.0,6999.09,10375.14,Express,Net Banking
ORD00051393,CUST010987,PROD01012,2020-06-03,2020-06-06,2020-06-10,1,26499.0,2999.13,4724.67,Standard,COD
ORD00132921,CUST012938,PROD01017,2023-07-24,2023-07-29,2023-07-29,1,38990.0,5112.02,2180.75,Same Day,Debit Card
ORD00209257,CUST010819,PROD01012,2024-06-16,2024-06-21,2024-06-24,1,26499.0,3146.75,4685.76,Standard,UPI
ORD00105403,CUST012991,PROD01034,2022-12-26,2022-12-29,2023-01-09,1,2999.0,754.03,668.81,Economy,COD
ORD00242996,CUST011625,PROD01006,2025-01-24,2025-01-29,2025-02-10,2,55998.0,6649.35,5602.25,Economy,Wallet
ORD00124445,CUST011768,PROD01044,2023-12-24,2023-12-25,2024-01-01,2,109980.0,16954.92,2493.04,Standard,COD
ORD00171373,CUST011828,PROD01047,2024-06-22,2024-06-24,2024-06-28,2,63998.0,10266.96,758.17,Standard,Credit Card
ORD00112694,CUST012603,PROD01024,2022-05-09,2022-05-14,2022-05-17,1,56990.0,5608.36,6480.37,Express,UPI
ORD00078468,CUST012055,PROD01018,2021-09-18,2021-09-20,2021-09-23,1,46990.0,5098.71,5843.41,Standard,COD
ORD00176042,CUST010876,PROD01025,2024-07-15,2024-07-17,2024-07-18,1,30900.0,5160.78,4038.13,Express,Wallet
ORD00199506,CUST014433,PROD01061,2024-01-15,2024-01-16,2024-01-18,2,99980.0,13015.06,21210.46,Express,Net Banking
ORD00168344,CUST010060,PROD01016,2024-04-07,2024-04-09,2024-04-10,1,54990.0,6183.27,10752.2,Same Day,Net Banking
ORD00197701,CUST014826,PROD01023,2024-02-11,2024-02-14,2024-02-23,1,84990.0,6196.29,16526.11,Economy,Net Banking
ORD00069909,CUST011967,PROD01048,2021-12-07,2021-12-12,2021-12-15,1,39999.0,5630.35,5004.94,Standard,COD
