return_id,order_id,product_id,reason
RET002993,ORD00084691,PROD01006,Product not as described
RET002999,ORD00084783,PROD01027,Ordered by mistake
RET003002,ORD00084813,PROD01053,Defective product
RET003003,ORD00084819,PROD01030,Ordered by mistake
RET003005,ORD00084846,PROD01027,Product not as described
RET003010,ORD00084908,PROD01012,Late delivery
RET003016,ORD00084975,PROD01037,Quality issues
RET003026,ORD00085066,PROD01009,Size/compatibility issue
RET003028,ORD00085091,PROD01014,Damaged during shipping
RET003033,ORD00085155,PROD01059,Better price available
RET003037,ORD00085197,PROD01036,Size/compatibility issue
RET003046,ORD00085267,PROD01012,Damaged during shipping
RET003052,ORD00085366,PROD01056,Size/compatibility issue
RET003053,ORD00085382,PROD01029,Size/compatibility issue
RET003064,ORD00085474,PROD01049,Damaged during shipping
RET003067,ORD00085513,PROD01034,Ordered by mistake
RET003068,ORD00085515,PROD01025,Product not as described
RET003071,ORD00085547,PROD01057,Product not as described
RET003080,ORD00085631,PROD01058,Product not as described
RET003085,ORD00085682,PROD01034,Changed mind
RET003086,ORD00085684,PROD01058,Defective product
RET003092,ORD00085787,PROD01048,Ordered by mistake
RET003096,ORD00085814,PROD01006,Ordered by mistake
RET003101,ORD00085921,PROD01024,Wrong item received
RET003106,ORD00085943,PROD01044,Changed mind
RET003124,ORD00086162,PROD01027,Late delivery
RET003128,ORD00086222,PROD01043,Ordered by mistake
RET003131,ORD00086239,PROD01021,Ordered by mistake
RET003135,ORD00086262,PROD01038,Quality issues
RET003138,ORD00086289,PROD01027,Defective product
RET003139,ORD00086302,PROD01003,Late delivery
RET003141,ORD00086338,PROD01061,Changed mind
RET003142,ORD00086338,PROD01018,Better price available
RET003145,ORD00086361,PROD01002,Defective product
RET003153,ORD00086437,PROD01057,Defective product
RET003157,ORD00086475,PROD01012,Product not as described
RET003161,ORD00086519,PROD01041,Quality issues
RET003163,ORD00086521,PROD01004,Ordered by mistake
RET003175,ORD00086635,PROD01015,Ordered by mistake
RET003180,ORD00086683,PROD01064,Defective product
RET003188,ORD00086777,PROD01014,Size/compatibility issue
RET003190,ORD00086808,PROD01011,Product not as described
RET003194,ORD00086863,PROD01019,Product not as described
RET003195,ORD00086868,PROD01045,Better price available
RET003197,ORD00086917,PROD01063,Size/compatibility issue
RET003202,ORD00086940,PROD01053,Defective product
RET003210,ORD00087088,PROD01011,Late delivery
RET003226,ORD00087295,PROD01064,Changed mind
RET003227,ORD00087298,PROD01019,Damaged during shipping
RET003241,ORD00087534,PROD01047,Product not as described
RET003249,ORD00087591,PROD01064,Damaged during shipping
RET003250,ORD00087596,PROD01035,Wrong item received
RET003251,ORD00087603,PROD01007,Product not as described
RET003254,ORD00087636,PROD01023,Defective product
RET003256,ORD00087662,PROD01014,Product not as described
RET003266,ORD00087792,PROD01011,Changed mind
RET003277,ORD00087898,PROD01042,Wrong item received
RET003288,ORD00088056,PROD01024,Late delivery
RET003290,ORD00088074,PROD01033,Late delivery
RET003294,ORD00088128,PROD01008,Ordered by mistake
RET003301,ORD00088236,PROD01041,Damaged during shipping
RET003303,ORD00088266,PROD01063,Changed mind
RET003308,ORD00088308,PROD01039,Wrong item received
RET003327,ORD00088571,PROD01008,Better price available
RET003328,ORD00088587,PROD01013,Changed mind
RET003333,ORD00088604,PROD01055,Ordered by mistake
RET003335,ORD00088617,PROD01055,Ordered by mistake
RET003337,ORD00088630,PROD01040,Damaged during shipping
RET003339,ORD00088635,PROD01024,Product not as described
RET003342,ORD00088666,PROD01010,Damaged during shipping
RET003347,ORD00088776,PROD01054,Defective product
RET003354,ORD00088843,PROD01063,Changed mind
RET003359,ORD00088899,PROD01033,Wrong item received
RET003371,ORD00088992,PROD01019,Quality issues
RET003374,ORD00089009,PROD01047,Wrong item received
RET003375,ORD00089009,PROD01011,Product not as described
RET003388,ORD00089195,PROD01012,Defective product
RET003391,ORD00089257,PROD01017,Size/compatibility issue
RET003410,ORD00089468,PROD01019,Ordered by mistake
RET003426,ORD00089719,PROD01017,Better price available
RET003432,ORD00089813,PROD01064,Wrong item received
RET003436,ORD00089847,PROD01038,Quality issues
RET003441,ORD00089921,PROD01039,Late delivery
RET003442,ORD00089934,PROD01025,Damaged during shipping
RET003444,ORD00089997,PROD01063,Ordered by mistake
RET003456,ORD00090087,PROD01019,Quality issues
RET003473,ORD00090279,PROD01054,Ordered by mistake
RET003479,ORD00090352,PROD01049,Changed mind
RET003489,ORD00090464,PROD01001,Better price available
RET003511,ORD00090719,PROD01053,Ordered by mistake
RET003520,ORD00090840,PROD01002,Wrong item received
RET003523,ORD00090869,PROD01049,Damaged during shipping
RET003531,ORD00090991,PROD01049,Damaged during shipping
RET003532,ORD00090991,PROD01023,Late delivery
RET003534,ORD00091019,PROD01043,Damaged during shipping
RET003549,ORD00091176,PROD01028,Better price available
RET003556,ORD00091198,PROD01054,Ordered by mistake
RET003557,ORD00091207,PROD01020,Better price available
RET003560,ORD00091257,PROD01002,Quality issues
RET003566,ORD00091294,PROD01002,Damaged during shipping
RET003575,ORD00091409,PROD01056,Wrong item received
RET003585,ORD00091582,PROD01006,Damaged during shipping
RET003586,ORD00091587,PROD01016,Size/compatibility issue
RET003593,ORD00091655,PROD01046,Product not as described
RET003595,ORD00091670,PROD01026,Quality issues
RET003597,ORD00091673,PROD01033,Changed mind
RET003607,ORD00091747,PROD01062,Size/compatibility issue
RET003626,ORD00091926,PROD01032,Changed mind
RET003630,ORD00091961,PROD01046,Wrong item received
RET003631,ORD00091969,PROD01021,Ordered by mistake
RET003633,ORD00091985,PROD01008,Late delivery
RET003637,ORD00092016,PROD01005,Late delivery
RET003648,ORD00092170,PROD01049,Changed mind
RET003664,ORD00092354,PROD01020,Size/compatibility issue
RET003669,ORD00092411,PROD01058,Late delivery
RET003681,ORD00092560,PROD01055,Wrong item received
RET003697,ORD00092733,PROD01021,Product not as described
RET003701,ORD00092765,PROD01046,Size/compatibility issue
RET003708,ORD00092822,PROD01030,Quality issues
RET003710,ORD00092861,PROD01026,Better price available
RET003726,ORD00093022,PROD01009,Better price available
RET003731,ORD00093054,PROD01025,Size/compatibility issue
RET003740,ORD00093106,PROD01015,Defective product
RET003742,ORD00093148,PROD01056,Late delivery
RET003744,ORD00093158,PROD01008,Changed mind
RET003745,ORD00093174,PROD01027,Wrong item received
RET003766,ORD00093368,PROD01057,Product not as described
RET003767,ORD00093376,PROD01002,Defective product
RET003777,ORD00093515,PROD01009,Product not as described
RET003782,ORD00093626,PROD01028,Ordered by mistake
RET003783,ORD00093634,PROD01003,Damaged during shipping
RET003784,ORD00093648,PROD01030,Size/compatibility issue
RET003788,ORD00093711,PROD01003,Late delivery
RET003789,ORD00093712,PROD01057,Quality issues
RET003811,ORD00093940,PROD01064,Ordered by mistake
RET003813,ORD00093965,PROD01010,Ordered by mistake
RET003816,ORD00093998,PROD01047,Better price available
RET003818,ORD00094043,PROD01026,Ordered by mistake
RET003826,ORD00094120,PROD01055,Product not as described
RET003827,ORD00094162,PROD01053,Changed mind
RET003829,ORD00094168,PROD01008,Ordered by mistake
RET003830,ORD00094175,PROD01019,Defective product
RET003832,ORD00094212,PROD01045,Wrong item received
RET003833,ORD00094227,PROD01020,Better price available
RET003841,ORD00094288,PROD01023,Size/compatibility issue
RET003846,ORD00094349,PROD01056,Defective product
RET003860,ORD00094491,PROD01003,Changed mind
RET003868,ORD00094597,PROD01040,Size/compatibility issue
RET003870,ORD00094608,PROD01018,Damaged during shipping
RET003874,ORD00094643,PROD01053,Late delivery
RET003875,ORD00094644,PROD01037,Defective product
RET003876,ORD00094650,PROD01061,Wrong item received
RET003883,ORD00094743,PROD01031,Changed mind
RET003894,ORD00094872,PROD01042,Quality issues
RET003895,ORD00094878,PROD01027,Defective product
RET003896,ORD00094882,PROD01021,Wrong item received
RET003898,ORD00094921,PROD01011,Better price available
RET003902,ORD00094959,PROD01064,Product not as described
RET003911,ORD00095081,PROD01055,Late delivery
RET003912,ORD00095089,PROD01056,Changed mind
RET003922,ORD00095196,PROD01007,Wrong item received
RET003931,ORD00095279,PROD01034,Better price available
RET003935,ORD00095356,PROD01050,Product not as described
RET003938,ORD00095364,PROD01002,Quality issues
RET003943,ORD00095429,PROD01039,Size/compatibility issue
RET003945,ORD00095441,PROD01012,Quality issues
RET003950,ORD00095490,PROD01059,Changed mind
RET003951,ORD00095493,PROD01019,Wrong item received
RET003955,ORD00095616,PROD01036,Product not as described
RET003958,ORD00095661,PROD01027,Ordered by mistake
RET003961,ORD00095700,PROD01028,Quality issues
RET003965,ORD00095721,PROD01002,Defective product
RET003979,ORD00095932,PROD01031,Product not as described
RET003983,ORD00095991,PROD01034,Ordered by mistake
RET003984,ORD00096040,PROD01051,Quality issues
RET003989,ORD00096082,PROD01049,Product not as described
RET004004,ORD00096410,PROD01032,Ordered by mistake
RET004011,ORD00096544,PROD01023,Better price available
RET004033,ORD00096781,PROD01031,Defective product
RET004043,ORD00096948,PROD01029,Defective product
RET004044,ORD00096952,PROD01024,Product not as described
RET004053,ORD00097019,PROD01004,Quality issues
RET004064,ORD00097184,PROD01019,Changed mind
RET004079,ORD00097434,PROD01006,Damaged during shipping
RET004082,ORD00097488,PROD01047,Product not as described
RET004087,ORD00097540,PROD01046,Ordered by mistake
RET004091,ORD00097560,PROD01038,Damaged during shipping
RET004092,ORD00097569,PROD01024,Wrong item received
RET004094,ORD00097579,PROD01041,Late delivery
RET004095,ORD00097587,PROD01028,Changed mind
RET004107,ORD00097746,PROD01061,Ordered by mistake
RET004111,ORD00097827,PROD01021,Defective product
RET004113,ORD00097861,PROD01009,Defective product
RET004116,ORD00097884,PROD01036,Quality issues
RET004118,ORD00097920,PROD01045,Ordered by mistake
RET004127,ORD00098018,PROD01006,Changed mind
RET004131,ORD00098032,PROD01061,Product not as described
RET004133,ORD00098099,PROD01063,Late delivery
RET004135,ORD00098135,PROD01028,Better price available
RET004140,ORD00098219,PROD01007,Better price available
RET004147,ORD00098321,PROD01016,Changed mind
RET004160,ORD00098453,PROD01043,Ordered by mistake
RET004167,ORD00098586,PROD01011,Late delivery
RET004173,ORD00098704,PROD01023,Damaged during shipping
RET004179,ORD00098832,PROD01048,Size/compatibility issue
RET004195,ORD00098990,PROD01027,Defective product
RET004198,ORD00099003,PROD01054,Defective product
RET004202,ORD00099118,PROD01001,Better price available
RET004203,ORD00099120,PROD01005,Better price available
RET004222,ORD00099322,PROD01001,Defective product
RET004224,ORD00099345,PROD01034,Product not as described
RET004230,ORD00099378,PROD01018,Ordered by mistake
RET004238,ORD00099450,PROD01048,Ordered by mistake
RET004242,ORD00099492,PROD01053,Product not as described
RET004243,ORD00099492,PROD01009,Late delivery
RET004244,ORD00099492,PROD01054,Late delivery
RET004248,ORD00099570,PROD01035,Product not as described
RET004251,ORD00099583,PROD01050,Defective product
RET004262,ORD00099639,PROD01046,Better price available
RET004263,ORD00099639,PROD01022,Product not as described
RET004266,ORD00099676,PROD01048,Quality issues
RET004270,ORD00099711,PROD01016,Wrong item received
RET004271,ORD00099713,PROD01052,Changed mind
RET004275,ORD00099786,PROD01004,Late delivery
RET004276,ORD00099793,PROD01039,Wrong item received
RET004279,ORD00099829,PROD01019,Late delivery
RET004284,ORD00099859,PROD01038,Late delivery
RET004290,ORD00100000,PROD01059,Defective product
RET004291,ORD00100003,PROD01062,Ordered by mistake
RET004292,ORD00100012,PROD01023,Size/compatibility issue
RET004296,ORD00100061,PROD01028,Product not as described
RET004305,ORD00100217,PROD01022,Ordered by mistake
RET004311,ORD00100303,PROD01003,Ordered by mistake
RET004318,ORD00100368,PROD01041,Damaged during shipping
RET004319,ORD00100379,PROD01033,Quality issues
RET004324,ORD00100439,PROD01056,Defective product
RET004329,ORD00100482,PROD01010,Changed mind
RET004345,ORD00100632,PROD01060,Size/compatibility issue
RET004355,ORD00100764,PROD01008,Ordered by mistake
RET004364,ORD00100922,PROD01027,Product not as described
RET004366,ORD00100945,PROD01007,Quality issues
RET004368,ORD00100976,PROD01020,Ordered by mistake
RET004369,ORD00100987,PROD01026,Wrong item received
RET004381,ORD00101118,PROD01063,Damaged during shipping
RET004390,ORD00101217,PROD01034,Late delivery
RET004391,ORD00101220,PROD01059,Damaged during shipping
RET004402,ORD00101446,PROD01033,Late delivery
RET004408,ORD00101511,PROD01043,Size/compatibility issue
RET004409,ORD00101512,PROD01061,Product not as described
RET004415,ORD00101549,PROD01016,Quality issues
RET004419,ORD00101613,PROD01011,Wrong item received
RET004430,ORD00101754,PROD01033,Changed mind
RET004431,ORD00101755,PROD01033,Changed mind
RET004443,ORD00101874,PROD01036,Damaged during shipping
RET004445,ORD00101884,PROD01013,Damaged during shipping
RET004454,ORD00101997,PROD01032,Late delivery
RET004459,ORD00102019,PROD01052,Defective product
RET004460,ORD00102072,PROD01016,Defective product
RET004468,ORD00102195,PROD01008,Product not as described
RET004474,ORD00102262,PROD01050,Size/compatibility issue
RET004475,ORD00102277,PROD01051,Better price available
RET004478,ORD00102312,PROD01030,Late delivery
RET004480,ORD00102351,PROD01040,Ordered by mistake
RET004482,ORD00102367,PROD01010,Product not as described
RET004483,ORD00102375,PROD01022,Ordered by mistake
RET004502,ORD00102589,PROD01016,Size/compatibility issue
RET004507,ORD00102661,PROD01033,Ordered by mistake
RET004513,ORD00102744,PROD01056,Defective product
RET004514,ORD00102747,PROD01053,Changed mind
RET004519,ORD00102774,PROD01003,Size/compatibility issue
RET004522,ORD00102802,PROD01027,Product not as described
RET004524,ORD00102841,PROD01047,Late delivery
RET004527,ORD00102852,PROD01033,Wrong item received
RET004528,ORD00102852,PROD01017,Wrong item received
RET004530,ORD00102868,PROD01061,Damaged during shipping
RET004536,ORD00102906,PROD01017,Product not as described
RET004544,ORD00103094,PROD01062,Quality issues
RET004545,ORD00103107,PROD01012,Product not as described
RET004548,ORD00103171,PROD01020,Damaged during shipping
RET004550,ORD00103185,PROD01008,Defective product
RET004558,ORD00103259,PROD01019,Late delivery
RET004563,ORD00103303,PROD01004,Size/compatibility issue
RET004565,ORD00103371,PROD01052,Late delivery
RET004568,ORD00103409,PROD01059,Ordered by mistake
RET004570,ORD00103412,PROD01057,Product not as described
RET004571,ORD00103413,PROD01057,Changed mind
RET004576,ORD00103492,PROD01057,Late delivery
RET004578,ORD00103515,PROD01022,Ordered by mistake
RET004585,ORD00103676,PROD01009,Changed mind
RET004591,ORD00103744,PROD01022,Changed mind
RET004593,ORD00103758,PROD01053,Product not as described
RET004598,ORD00103820,PROD01045,Late delivery
RET004614,ORD00104066,PROD01031,Defective product
RET004616,ORD00104083,PROD01050,Wrong item received
RET004618,ORD00104110,PROD01060,Changed mind
RET004621,ORD00104120,PROD01053,Better price available
RET004631,ORD00104216,PROD01023,Wrong item received
RET004640,ORD00104324,PROD01034,Size/compatibility issue
RET004647,ORD00104373,PROD01052,Quality issues
RET004650,ORD00104412,PROD01061,Damaged during shipping
RET004651,ORD00104412,PROD01005,Quality issues
RET004661,ORD00104506,PROD01057,Wrong item received
RET004678,ORD00104825,PROD01017,Defective product
RET004681,ORD00104843,PROD01010,Product not as described
RET004686,ORD00104859,PROD01005,Better price available
RET004693,ORD00104988,PROD01036,Size/compatibility issue
RET004701,ORD00105071,PROD01027,Size/compatibility issue
RET004703,ORD00105085,PROD01029,Defective product
RET004704,ORD00105088,PROD01054,Product not as described
RET004705,ORD00105092,PROD01036,Late delivery
RET004707,ORD00105100,PROD01010,Changed mind
RET004712,ORD00105187,PROD01040,Ordered by mistake
RET004723,ORD00105272,PROD01034,Ordered by mistake
RET004725,ORD00105287,PROD01048,Late delivery
RET004728,ORD00105340,PROD01058,Size/compatibility issue
RET004734,ORD00105395,PROD01033,Damaged during shipping
RET004736,ORD00105403,PROD01052,Late delivery
RET004737,ORD00105403,PROD01034,Changed mind
RET004742,ORD00105452,PROD01017,Ordered by mistake
RET004751,ORD00105573,PROD01037,Better price available
RET004752,ORD00105592,PROD01009,Changed mind
RET004762,ORD00105713,PROD01041,Quality issues
RET004764,ORD00105774,PROD01063,Defective product
RET004768,ORD00105804,PROD01015,Late delivery
RET004772,ORD00105870,PROD01049,Damaged during shipping
RET004773,ORD00105882,PROD01019,Size/compatibility issue
RET004774,ORD00105899,PROD01058,Ordered by mistake
RET004777,ORD00105916,PROD01006,Wrong item received
RET004778,ORD00105969,PROD01020,Defective product
RET004783,ORD00106052,PROD01040,Quality issues
RET004794,ORD00106202,PROD01054,Defective product
RET004795,ORD00106202,PROD01041,Better price available
RET004813,ORD00106401,PROD01004,Defective product
RET004818,ORD00106461,PROD01036,Changed mind
RET004826,ORD00106520,PROD01007,Size/compatibility issue
RET004827,ORD00106530,PROD01030,Defective product
RET004837,ORD00106671,PROD01011,Quality issues
RET004844,ORD00106736,PROD01005,Quality issues
RET004846,ORD00106765,PROD01015,Damaged during shipping
RET004852,ORD00106830,PROD01033,Size/compatibility issue
RET004855,ORD00106840,PROD01008,Defective product
RET004856,ORD00106845,PROD01019,Product not as described
RET004861,ORD00106949,PROD01012,Product not as described
RET004882,ORD00107164,PROD01015,Changed mind
RET004889,ORD00107230,PROD01060,Late delivery
RET004896,ORD00107322,PROD01041,Size/compatibility issue
RET004903,ORD00107433,PROD01026,Changed mind
RET004904,ORD00107464,PROD01013,Late delivery
RET004905,ORD00107464,PROD01007,Better price available
RET004911,ORD00107539,PROD01002,Better price available
RET004914,ORD00107586,PROD01028,Better price available
RET004915,ORD00107588,PROD01058,Damaged during shipping
RET004916,ORD00107659,PROD01018,Wrong item received
RET004933,ORD00107846,PROD01007,Quality issues
RET004935,ORD00107869,PROD01006,Better price available
RET004946,ORD00108024,PROD01039,Changed mind
RET004950,ORD00108054,PROD01027,Better price available
RET004951,ORD00108098,PROD01054,Quality issues
RET004958,ORD00108166,PROD01024,Product not as described
RET004967,ORD00108242,PROD01018,Changed mind
RET004970,ORD00108296,PROD01014,Defective product
RET004975,ORD00108333,PROD01022,Ordered by mistake
RET004982,ORD00108421,PROD01043,Changed mind
RET004985,ORD00108480,PROD01026,Size/compatibility issue
RET004992,ORD00108556,PROD01064,Late delivery
RET004995,ORD00108600,PROD01042,Size/compatibility issue
RET004998,ORD00108658,PROD01034,Damaged during shipping
RET004999,ORD00108663,PROD01016,Quality issues
RET005002,ORD00108698,PROD01035,Changed mind
RET005011,ORD00108851,PROD01010,Changed mind
RET005015,ORD00108926,PROD01014,Ordered by mistake
RET005016,ORD00108951,PROD01040,Better price available
RET005020,ORD00108980,PROD01007,Better price available
RET005021,ORD00108980,PROD01028,Late delivery
RET005022,ORD00108991,PROD01032,Wrong item received
RET005035,ORD00109116,PROD01059,Defective product
RET005036,ORD00109120,PROD01017,Product not as described
RET005065,ORD00109480,PROD01045,Changed mind
RET005074,ORD00109555,PROD01025,Quality issues
RET005077,ORD00109583,PROD01004,Quality issues
RET005088,ORD00109729,PROD01004,Damaged during shipping
RET005089,ORD00109769,PROD01048,Changed mind
RET005090,ORD00109809,PROD01046,Late delivery
RET005093,ORD00109825,PROD01018,Wrong item received
RET005094,ORD00109834,PROD01058,Late delivery
RET005095,ORD00109836,PROD01033,Wrong item received
RET005106,ORD00109871,PROD01058,Better price available
RET005109,ORD00109904,PROD01062,Late delivery
RET005111,ORD00109929,PROD01031,Product not as described
RET005114,ORD00109968,PROD01049,Quality issues
RET005118,ORD00110009,PROD01037,Late delivery
RET005125,ORD00110069,PROD01009,Size/compatibility issue
RET005135,ORD00110156,PROD01045,Size/compatibility issue
RET005140,ORD00110187,PROD01050,Late delivery
RET005182,ORD00110806,PROD01003,Wrong item received
RET005191,ORD00110945,PROD01047,Product not as described
RET005195,ORD00111008,PROD01037,Product not as described
RET005199,ORD00111065,PROD01042,Product not as described
RET005201,ORD00111079,PROD01050,Quality issues
RET005204,ORD00111108,PROD01013,Late delivery
RET005206,ORD00111128,PROD01025,Ordered by mistake
RET005214,ORD00111240,PROD01040,Quality issues
RET005215,ORD00111244,PROD01018,Wrong item received
RET005216,ORD00111244,PROD01039,Quality issues
RET005217,ORD00111244,PROD01022,Damaged during shipping
RET005220,ORD00111277,PROD01040,Ordered by mistake
RET005221,ORD00111284,PROD01051,Late delivery
RET005227,ORD00111372,PROD01030,Changed mind
RET005238,ORD00111457,PROD01038,Wrong item received
RET005247,ORD00111548,PROD01010,Wrong item received
RET005248,ORD00111560,PROD01031,Ordered by mistake
RET005252,ORD00111573,PROD01032,Quality issues
RET005271,ORD00111789,PROD01010,Defective product
RET005282,ORD00111886,PROD01057,Ordered by mistake
RET005289,ORD00111971,PROD01050,Quality issues
RET005293,ORD00111999,PROD01056,Better price available
RET005294,ORD00112003,PROD01025,Quality issues
RET005296,ORD00112055,PROD01034,Ordered by mistake
RET005297,ORD00112059,PROD01035,Size/compatibility issue
RET005303,ORD00112119,PROD01056,Late delivery
RET005311,ORD00112181,PROD01006,Size/compatibility issue
RET005312,ORD00112194,PROD01052,Product not as described
RET005315,ORD00112261,PROD01017,Ordered by mistake
RET005319,ORD00112295,PROD01054,Better price available
RET005328,ORD00112417,PROD01027,Defective product
RET005336,ORD00112533,PROD01020,Ordered by mistake
RET005337,ORD00112536,PROD01050,Better price available
RET005341,ORD00112616,PROD01008,Late delivery
RET005343,ORD00112678,PROD01064,Better price available
RET005346,ORD00112709,PROD01014,Late delivery
RET005348,ORD00112727,PROD01020,Better price available
RET005353,ORD00112776,PROD01034,Size/compatibility issue
RET005359,ORD00112821,PROD01011,Defective product
RET005361,ORD00112834,PROD01061,Defective product
RET005362,ORD00112834,PROD01026,Defective product
RET005369,ORD00112935,PROD01001,Product not as described
RET005376,ORD00113025,PROD01009,Defective product
RET005381,ORD00113092,PROD01021,Ordered by mistake
RET005384,ORD00113152,PROD01059,Size/compatibility issue
RET005385,ORD00113175,PROD01050,Quality issues
RET005393,ORD00113335,PROD01015,Ordered by mistake
RET005404,ORD00113480,PROD01010,Size/compatibility issue
RET005409,ORD00113545,PROD01047,Late delivery
RET005412,ORD00113585,PROD01013,Wrong item received
RET005414,ORD00113602,PROD01054,Defective product
RET005418,ORD00113636,PROD01003,Changed mind
RET005422,ORD00113649,PROD01058,Size/compatibility issue
RET005442,ORD00113939,PROD01027,Quality issues
RET005445,ORD00113971,PROD01015,Ordered by mistake
RET005447,ORD00113986,PROD01003,Better price available
RET005486,ORD00114488,PROD01033,Changed mind
RET005488,ORD00114509,PROD01054,Product not as described
RET005494,ORD00114632,PROD01044,Late delivery
RET005495,ORD00114635,PROD01055,Better price available
RET005502,ORD00114739,PROD01048,Size/compatibility issue
RET005511,ORD00114835,PROD01061,Ordered by mistake
RET005517,ORD00114922,PROD01054,Late delivery
RET005526,ORD00115058,PROD01024,Late delivery
RET005527,ORD00115058,PROD01029,Late delivery
RET005531,ORD00115085,PROD01022,Late delivery
RET005538,ORD00115182,PROD01014,Size/compatibility issue
RET005541,ORD00115237,PROD01021,Changed mind
RET005555,ORD00115365,PROD01005,Quality issues
RET005556,ORD00115365,PROD01008,Wrong item received
RET005557,ORD00115366,PROD01049,Better price available
RET005564,ORD00115492,PROD01040,Ordered by mistake
RET005571,ORD00115533,PROD01010,Changed mind
RET005583,ORD00115711,PROD01008,Damaged during shipping
RET005593,ORD00115780,PROD01036,Ordered by mistake
RET005595,ORD00115807,PROD01027,Wrong item received
RET005598,ORD00115845,PROD01031,Wrong item received
RET005600,ORD00115887,PROD01006,Better price available
RET005602,ORD00115925,PROD01059,Damaged during shipping
RET005606,ORD00115953,PROD01014,Defective product
RET005611,ORD00116023,PROD01052,Changed mind
RET005619,ORD00116104,PROD01058,Wrong item received
RET005626,ORD00116200,PROD01021,Size/compatibility issue
RET005641,ORD00116344,PROD01009,Size/compatibility issue
RET005651,ORD00116446,PROD01043,Changed mind
RET005659,ORD00116561,PROD01061,Product not as described
RET005660,ORD00116585,PROD01039,Product not as described
RET005664,ORD00116668,PROD01022,Size/compatibility issue
RET005668,ORD00116709,PROD01035,Better price available
RET005669,ORD00116726,PROD01029,Quality issues
RET005670,ORD00116740,PROD01021,Better price available
RET005672,ORD00116762,PROD01011,Size/compatibility issue
RET005673,ORD00116762,PROD01022,Defective product
RET005675,ORD00116777,PROD01004,Quality issues
RET005676,ORD00116800,PROD01021,Defective product
RET005677,ORD00116805,PROD01025,Size/compatibility issue
RET005678,ORD00116810,PROD01044,Product not as described
RET005684,ORD00116908,PROD01057,Damaged during shipping
RET005690,ORD00116968,PROD01011,Changed mind
RET005691,ORD00116968,PROD01047,Changed mind
RET005696,ORD00117060,PROD01031,Better price available
RET005697,ORD00117060,PROD01022,Ordered by mistake
RET005699,ORD00117076,PROD01022,Size/compatibility issue
RET005718,ORD00117345,PROD01033,Wrong item received
RET005719,ORD00117371,PROD01025,Quality issues
RET005728,ORD00117471,PROD01034,Late delivery
RET005739,ORD00117636,PROD01042,Product not as described
RET005741,ORD00117673,PROD01043,Ordered by mistake
RET005745,ORD00117740,PROD01022,Defective product
RET005760,ORD00117910,PROD01047,Size/compatibility issue
RET005778,ORD00118117,PROD01017,Damaged during shipping
RET005783,ORD00118206,PROD01047,Better price available
RET005784,ORD00118206,PROD01036,Quality issues
RET005786,ORD00118220,PROD01062,Defective product
RET005790,ORD00118273,PROD01045,Wrong item received
RET005793,ORD00118287,PROD01023,Wrong item received
RET005806,ORD00118493,PROD01052,Quality issues
RET005810,ORD00118519,PROD01054,Better price available
RET005811,ORD00118526,PROD01032,Ordered by mistake
RET005813,ORD00118548,PROD01045,Ordered by mistake
RET005817,ORD00118597,PROD01050,Ordered by mistake
RET005818,ORD00118598,PROD01004,Better price available
RET005819,ORD00118600,PROD01005,Wrong item received
RET005823,ORD00118627,PROD01034,Quality issues
RET005828,ORD00118693,PROD01014,Quality issues
RET005878,ORD00119191,PROD01044,Better price available
RET005883,ORD00119249,PROD01020,Changed mind
RET005894,ORD00119399,PROD01049,Late delivery
RET005897,ORD00119420,PROD01047,Damaged during shipping
RET005903,ORD00119464,PROD01054,Damaged during shipping
RET005909,ORD00119509,PROD01054,Defective product
RET005921,ORD00119569,PROD01060,Ordered by mistake
RET005928,ORD00119645,PROD01033,Defective product
RET005929,ORD00119647,PROD01064,Better price available
RET005931,ORD00119673,PROD01042,Wrong item received
RET005933,ORD00119692,PROD01018,Late delivery
RET005935,ORD00119709,PROD01056,Size/compatibility issue
RET005936,ORD00119711,PROD01014,Ordered by mistake
RET005942,ORD00119804,PROD01033,Ordered by mistake
RET005943,ORD00119819,PROD01019,Ordered by mistake
RET005948,ORD00119918,PROD01043,Quality issues
RET005951,ORD00119939,PROD01012,Quality issues
RET005955,ORD00119981,PROD01014,Ordered by mistake
RET005956,ORD00120001,PROD01021,Defective product
RET005961,ORD00120094,PROD01036,Quality issues
RET005967,ORD00120177,PROD01017,Damaged during shipping
RET005978,ORD00120281,PROD01048,Better price available
RET005991,ORD00120470,PROD01041,Damaged during shipping
RET005997,ORD00120565,PROD01061,Ordered by mistake
RET006000,ORD00120593,PROD01019,Defective product
RET006010,ORD00120763,PROD01014,Better price available
RET006012,ORD00120790,PROD01045,Defective product
RET006021,ORD00120854,PROD01046,Wrong item received
RET006033,ORD00120976,PROD01008,Damaged during shipping
RET006034,ORD00120977,PROD01006,Defective product
RET006038,ORD00120991,PROD01033,Damaged during shipping
RET006046,ORD00121129,PROD01052,Size/compatibility issue
RET006052,ORD00121207,PROD01057,Late delivery
RET006057,ORD00121238,PROD01026,Quality issues
RET006059,ORD00121251,PROD01031,Wrong item received
RET006062,ORD00121285,PROD01046,Late delivery
RET006075,ORD00121412,PROD01055,Better price available
RET006078,ORD00121445,PROD01062,Size/compatibility issue
RET006081,ORD00121461,PROD01023,Late delivery
RET006082,ORD00121475,PROD01003,Damaged during shipping
RET006085,ORD00121497,PROD01004,Changed mind
RET006087,ORD00121510,PROD01046,Product not as described
