OrderID,ProductID,Quantity,UnitPrice,Discount,Sales,Profit,OrderDate
O5540,P1019,9,31254.04,0.0,281286.36,157488.12,2023-08-07
O5541,P1029,5,9590.58,0.1,43157.61,17267.61,2023-08-30
O5542,P1012,4,10949.31,0.2,35037.79,19008.55,2024-06-23
O5542,P1074,6,5543.63,0.15,28272.51,11524.17,2024-06-23
O5542,P1047,3,1681.15,0.0,5043.45,439.86,2024-06-23
O5542,P1047,5,1681.15,0.05,7985.46,312.81,2024-06-23
O5543,P1066,5,17004.58,0.2,68018.32,-7031.28,2024-01-27
O5544,P1062,2,5329.51,0.05,10126.07,-26964.05,2022-06-11
O5544,P1025,6,29286.7,0.1,158148.18,50286.84,2022-06-11
O5545,P1057,7,2494.9,0.2,13971.44,-99420.44,2024-02-24
O5545,P1024,7,16191.61,0.2,90673.02,11467.39,2024-02-24
O5545,P1069,7,24311.57,0.0,170180.99,86309.09,2024-02-24
O5546,P1027,10,4135.98,0.0,41359.8,9097.2,2022-06-22
O5546,P1051,3,4146.72,0.0,12440.16,6237.21,2022-06-22
O5547,P1050,5,20911.97,0.05,99331.86,51537.41,2022-06-21
O5547,P1018,4,19165.88,0.0,76663.52,45810.64,2022-06-21
O5548,P1070,6,6024.93,0.0,36149.58,20707.08,2024-05-20
O5548,P1052,2,8592.68,0.15,14607.56,-2072.1,2024-05-20
O5548,P1073,10,20265.78,0.15,172259.13,37653.43,2024-05-20
O5549,P1068,9,22417.61,0.15,171494.72,-1516.06,2022-08-12
O5550,P1041,7,12612.55,0.05,83873.46,45736.62,2023-02-22
O5550,P1051,3,4146.72,0.0,12440.16,6237.21,2023-02-22
O5551,P1001,8,9783.71,0.15,66529.23,29572.67,2024-05-07
O5551,P1033,4,27304.43,0.05,103756.83,42609.43,2024-05-07
O5551,P1050,5,20911.97,0.05,99331.86,51537.41,2024-05-07
O5551,P1063,8,29513.46,0.15,200691.53,88751.45,2024-05-07
O5552,P1064,3,18383.36,0.0,55150.08,11876.64,2022-09-18
O5552,P1005,7,13217.5,0.0,92522.5,28862.12,2022-09-18
O5552,P1019,5,31254.04,0.2,125016.16,56239.36,2022-09-18
O5553,P1013,1,45134.08,0.05,42877.38,23169.99,2024-09-06
O5553,P1035,2,6954.57,0.0,13909.14,7456.7,2024-09-06
O5554,P1020,10,36522.95,0.05,346968.02,182251.12,2022-03-24
O5555,P1035,10,6954.57,0.05,66068.41,33806.21,2024-05-03
O5555,P1020,1,36522.95,0.0,36522.95,20051.26,2024-05-03
O5555,P1056,7,6595.97,0.0,46171.79,19340.37,2024-05-03
O5555,P1017,2,7561.91,0.0,15123.82,7946.72,2024-05-03
O5556,P1033,8,27304.43,0.0,218435.44,96140.64,2024-05-08
O5557,P1014,10,11246.58,0.0,112465.8,55427.0,2024-12-21
O5558,P1069,6,24311.57,0.2,116695.54,44805.34,2024-07-27
O5558,P1056,10,6595.97,0.0,65959.7,27629.1,2024-07-27
O5559,P1062,6,15875.27,0.05,90489.04,-20781.32,2022-09-13
O5559,P1053,7,26105.52,0.05,173601.71,81632.77,2022-09-13
O5559,P1048,3,15090.78,0.1,40745.11,9604.24,2022-09-13
O5560,P1064,4,18383.36,0.05,69856.77,12158.85,2023-04-14
O5561,P1002,7,13034.37,0.0,91240.59,7998.34,2022-08-23
O5562,P1001,3,9783.71,0.0,29351.13,15492.42,2023-06-21
O5562,P1025,3,29286.7,0.2,70288.08,16357.41,2023-06-21
O5562,P1002,7,13034.37,0.1,82116.53,-1125.72,2023-06-21
O5563,P1052,4,17818.53,0.15,60583.0,27223.68,2024-07-08
O5563,P1062,1,9578.64,0.0,9578.64,-8966.42,2024-07-08
O5563,P1012,9,11502.07,0.05,98342.7,62276.91,2024-07-08
O5563,P1054,10,32319.73,0.2,258557.84,112371.54,2024-07-08
O5564,P1068,7,22417.61,0.0,156923.27,22359.33,2024-04-12
O5565,P1056,7,6595.97,0.05,43863.2,17031.78,2023-05-12
O5566,P1059,5,42287.21,0.0,211436.05,118725.7,2022-06-26
O5566,P1004,6,14621.04,0.15,74567.3,,2022-06-26
O5566,P1002,9,13034.37,0.0,117309.33,10283.58,2022-06-26
O5567,P1002,8,13034.37,0.1,93847.46,-1286.54,2023-04-02
O5567,P1047,5,1681.15,0.05,7985.46,312.81,2023-04-02
O5568,P1009,1,34111.64,0.0,34111.64,17930.5,2024-12-23
O5569,P1029,1,9590.58,0.0,9590.58,4412.58,2023-07-05
O5569,P1057,6,5111.69,0.1,27603.13,-69589.91,2023-07-05
O5570,P1044,8,30704.86,0.2,196511.1,52412.22,2022-12-19
O5570,P1008,0,4819.76,0.1,39040.06,20005.24,2022-12-19
O5570,P1069,7,24311.57,0.2,136144.79,52272.89,2022-12-19
O5571,P1069,7,24311.57,0.2,136144.79,,2023-04-15
O5571,P1016,5,37297.53,0.0,186487.65,92758.85,2023-04-15
O5572,P1020,4,-36522.95,0.2,-116873.44,50986.68,2023-08-21
O5572,P1023,6,13315.79,0.0,79894.74,24183.12,2023-08-21
O5573,P1049,5,22828.96,0.0,114144.8,59760.65,2024-03-04
O5574,P1048,2,15090.78,0.15,25654.33,4893.75,2022-08-09
O5574,P1054,1,32319.73,0.0,32319.73,17701.1,2022-08-09
O5575,P1021,8,1297.62,0.0,10380.96,-1703.28,2023-06-11
O5576,P1068,5,22417.61,0.05,106483.65,10366.55,2022-03-03
O5576,P1047,6,1681.15,0.2,8069.52,-1137.66,2022-03-03
O5576,P1001,7,9783.71,0.0,68485.97,36148.98,2022-03-03
O5576,P1069,7,24311.57,0.05,161671.94,77800.04,2022-03-03
O5577,P1059,5,42287.21,0.05,200864.25,108153.9,2022-08-16
O5578,P1046,8,14851.83,0.0,118814.64,24005.76,2022-07-27
O5578,P1074,10,5543.63,0.15,47120.86,19206.96,2022-07-27
O5579,P1008,4,4819.76,0.0,19279.04,10819.12,2024-05-07
O5579,P1003,5,9242.91,0.0,46214.55,22181.1,2024-05-07
O5580,P1004,2,2424.28,0.15,4121.28,-24633.1,2022-07-30
O5580,P1073,2,20265.78,0.05,38504.98,11583.84,2022-07-30
O5581,P1065,10,36625.4,0.0,366254.0,172449.5,2024-04-02
O5582,P1005,9,13217.5,0.15,101113.88,19264.82,2022-03-17
O5583,P1017,5,7561.91,0.1,34028.6,16085.85,2023-09-18
O5583,P1001,3,9783.71,0.1,26416.02,12557.31,2023-09-18
O5583,P1052,7,9052.21,0.0,63365.47,4986.66,2023-09-18
O5584,P1038,4,3129.05,0.05,11890.39,6502.71,2023-03-12
O5584,P1024,5,16191.61,0.2,64766.44,8190.99,2023-03-12
O5584,P1046,5,5766.67,0.1,25950.01,-33305.54,2023-03-12
O5585,P1056,9,6595.97,0.05,56395.54,21898.0,2024-08-15
O5586,P1071,2,23321.68,0.1,41979.02,18036.06,2024-06-06
O5587,P1063,3,29513.46,0.0,88540.38,46562.85,2022-11-08
O5588,P1032,1,3513.77,0.0,3513.77,182.25,2022-03-19
O5588,P1056,1,6595.97,0.1,5936.37,2103.31,2022-03-19
O5588,P1009,6,34111.64,0.05,194436.35,97349.51,2022-03-19
O5589,P1065,2,36625.4,0.05,69588.26,30827.36,2023-12-03
O5590,P1035,8,6954.57,0.2,44509.25,18699.49,2023-12-19
O5590,P1009,6,34111.64,0.2,163735.87,66649.03,2023-12-19
O5590,P1037,2,3806.79,0.1,6852.22,2022.26,2023-12-19
O5591,P1073,7,-20265.78,0.2,-113488.37,19264.38,2023-07-02
O5592,P1061,6,3643.62,0.05,20768.63,9.71,2023-06-14
O5592,P1040,1,4769.04,0.0,4769.04,2026.89,2023-06-14
O5593,P1009,8,34111.64,0.15,231959.15,102510.03,2023-09-12
O5593,P1070,9,6024.93,0.0,54224.37,31060.62,2023-09-12
O5593,P1020,4,36522.95,0.0,146091.8,80205.04,2023-09-12
O5594,P1063,3,29513.46,0.05,84113.36,42135.83,2024-03-17
O5594,P1027,3,4135.98,0.0,12407.94,2729.16,2024-03-17
O5594,P1054,3,32319.73,0.2,77567.35,33711.46,2024-03-17
O5594,P1029,7,9590.58,0.0,67134.06,30888.06,2024-03-17
O5594,P1038,3,3129.05,0.1,8448.44,4407.68,2024-03-17
O5595,P1048,4,15090.78,0.05,57344.96,15823.8,2023-11-07
O5595,P1017,9,7561.91,0.2,54445.75,22148.8,2023-11-07
O5596,P1001,3,9783.71,0.0,29351.13,15492.42,2024-12-02
O5596,P1023,4,13315.79,0.1,47936.84,10795.76,2024-12-02
O5596,P1058,5,24046.34,0.0,120231.7,54669.35,2024-12-02
O5597,P1064,6,18383.36,0.0,110300.16,23753.28,2023-08-08
O5597,P1014,7,11246.58,0.2,62980.85,23053.69,2023-08-08
O5598,P1031,8,23794.28,0.1,171318.82,47972.82,2022-08-29
O5598,P1062,4,13784.87,0.0,55139.48,,2022-08-29
O5598,P1073,5,20265.78,0.0,101328.9,34026.05,2022-08-29
O5599,P1059,5,42287.21,0.0,211436.05,118725.7,2023-03-16
O5599,P1002,2,13034.37,0.0,26068.74,2285.24,2023-03-16
O5600,P1052,3,19825.48,0.15,50554.97,25535.48,2023-05-11
O5600,P1068,1,22417.61,0.0,22417.61,3194.19,2023-05-11
O5601,P1034,1,12074.71,0.0,12074.71,5965.5,2024-11-05
O5601,P1035,10,6954.57,0.05,66068.41,33806.21,2024-11-05
O5602,P1060,10,13348.69,0.15,113463.86,15306.96,2024-02-18
O5602,P1036,1,35273.31,0.0,35273.31,16887.14,2024-02-18
O5602,P1051,1,4146.72,0.0,4146.72,2079.07,2024-02-18
O5603,P1051,3,4146.72,0.05,11818.15,5615.2,2023-07-14
O5603,P1040,6,4769.04,0.0,28614.24,12161.34,2023-07-14
O5604,P1054,5,32319.73,0.0,161598.65,88505.5,2024-01-15
O5604,P1001,10,9783.71,0.05,92945.24,46749.54,2024-01-15
O5605,P1006,10,21642.83,0.1,194785.47,54553.87,2023-08-18
O5605,P1048,8,15090.78,0.0,120726.24,37683.92,2023-08-18
O5605,P1045,9,1585.86,0.1,12845.47,-363.92,2023-08-18
O5606,P1073,4,20265.78,0.0,81063.12,27220.84,2023-12-24
O5606,P1044,8,30704.86,0.2,196511.1,52412.22,2023-12-24
O5607,P1022,3,12863.72,0.0,38591.16,19299.3,2023-06-01
O5607,P1068,7,22417.61,0.05,149077.11,14513.17,2023-06-01
O5607,P1033,2,27304.43,0.1,49147.97,18574.27,2023-06-01
O5607,P1031,1,23794.28,0.0,23794.28,8376.03,2023-06-01
O5608,P1013,10,45134.08,0.2,361072.64,163998.74,2023-02-17
O5609,P1024,9,16191.61,0.0,145724.49,43888.68,2022-06-02
O5610,P1069,1,24311.57,0.0,24311.57,12329.87,2023-12-08
O5611,P1045,8,1585.86,0.0,12686.88,945.2,2022-05-21
O5611,P1051,1,4146.72,0.2,3317.38,1249.73,2022-05-21
O5611,P1003,5,9242.91,0.15,39282.37,15248.92,2022-05-21
O5611,P1025,7,29286.7,0.0,205006.9,79168.67,2022-05-21
O5612,P1057,10,1645.57,0.1,14810.13,-147178.27,2023-07-13
O5612,P1020,1,36522.95,0.1,32870.66,16398.97,2023-07-13
O5613,P1072,2,21256.54,0.0,42513.08,18999.66,2022-02-17
O5614,P1005,0,13217.5,0.05,125566.25,34622.85,2022-05-03
O5614,P1016,2,37297.53,0.0,74595.06,37103.54,2022-05-03
O5615,P1031,9,23794.28,0.1,192733.67,53969.42,2022-07-10
O5616,P1003,10,9242.91,0.0,92429.1,44362.2,2022-03-28
O5617,P1048,4,15090.78,0.15,51308.65,9787.49,2023-09-09
O5618,P1053,7,26105.52,0.2,146190.91,54221.97,2022-05-24
O5618,P1008,6,4819.76,0.1,26026.7,13336.82,2022-05-24
O5618,P1048,9,15090.78,0.0,135817.02,42394.41,2022-05-24
O5618,P1066,1,17004.58,0.05,16154.35,1144.43,2022-05-24
O5619,P1068,1,22417.61,0.0,22417.61,3194.19,2024-08-03
O5620,P1046,8,18624.63,0.15,126647.48,31838.6,2024-03-10
O5621,P1072,1,21256.54,0.15,18068.06,6311.35,2022-01-02
O5622,P1039,7,32810.16,0.2,183736.9,80894.51,2023-05-01
O5623,P1034,10,12074.71,0.15,102635.03,41542.93,2022-08-09
O5624,P1055,9,12368.14,0.2,89050.61,53109.29,2022-11-23
O5625,P1027,9,4135.98,0.05,35362.63,6326.29,2022-08-02
O5625,P1039,9,32810.16,0.15,250997.72,118771.79,2022-08-02
O5625,P1069,1,24311.57,0.1,21880.41,9898.71,2022-08-02
O5626,P1041,6,12612.55,0.0,75675.3,42986.58,2023-09-04
O5626,P1039,7,32810.16,0.15,195220.45,92378.06,2023-09-04
O5626,P1062,1,8354.73,0.1,7519.26,-11025.8,2023-09-04
O5626,P1040,6,4769.04,0.15,24322.1,7869.2,2023-09-04
O5627,P1033,5,27304.43,0.0,136522.15,60087.9,2024-07-21
O5627,P1011,2,32361.01,0.05,61485.92,28241.5,2024-07-21
O5628,P1026,1,12159.28,0.0,12159.28,1870.66,2023-01-26
O5628,P1071,1,23321.68,0.0,23321.68,11350.2,2023-01-26
O5629,P1060,2,13348.69,0.0,26697.38,7066.0,2023-08-01
O5630,P1044,8,30704.86,0.0,245638.88,101540.0,2024-09-27
O5631,P1043,1,15885.13,0.0,15885.13,9513.15,2024-11-20
O5632,P1050,8,20911.97,0.0,167295.76,90824.64,2024-04-08
O5632,P1043,7,15885.13,0.1,100076.32,55472.46,2024-04-08
O5633,P1061,3,3643.62,0.2,8744.69,-1634.77,2024-08-12
O5633,P1070,2,6024.93,0.0,12049.86,,2024-08-12
O5634,P1023,1,13315.79,0.1,11984.21,2698.94,2024-11-15
O5634,P1069,2,24311.57,0.05,46191.98,22228.58,2024-11-15
O5634,P1050,2,20911.97,0.1,37641.55,18523.77,2024-11-15
O5634,P1007,8,29458.23,0.2,188532.67,35310.11,2024-11-15
O5635,P1027,10,4135.98,0.0,41359.8,9097.2,2022-09-28
O5635,P1058,9,24046.34,0.0,216417.06,98404.83,2022-09-28
O5636,P1028,9,2337.44,0.1,18933.26,5812.61,2023-02-08
O5637,P1069,0,24311.57,0.0,97246.28,49319.48,2022-04-26
O5638,P1069,4,24311.57,0.1,87521.65,39594.85,2024-05-18
O5638,P1074,4,5543.63,0.05,21065.79,,2024-05-18
O5638,P1072,10,21256.54,0.1,191308.86,73741.76,2024-05-18
O5638,P1012,3,5280.43,0.05,15049.23,3027.3,2024-05-18
O5638,P1018,4,19165.88,0.0,76663.52,45810.64,2024-05-18
O5639,P1000,4,13970.08,0.0,55880.32,4437.72,2023-03-31
O5640,P1003,5,9242.91,0.05,43903.82,19870.37,2024-03-10
O5640,P1036,7,35273.31,0.0,246913.17,118209.98,2024-03-10
O5641,P1020,5,36522.95,0.0,182614.75,100256.3,2022-06-21
O5642,P1025,6,29286.7,0.05,166934.19,59072.85,2023-09-06
O5643,P1064,1,18383.36,0.0,18383.36,3958.88,2022-05-14
O5643,P1028,7,2337.44,0.05,15543.98,5339.03,2022-05-14
O5643,P1053,2,26105.52,0.2,41768.83,15491.99,2022-05-14
O5644,P1068,8,22417.61,0.1,161406.79,7619.43,2023-01-22
O5644,P1007,8,29458.23,0.0,235665.84,82443.28,2023-01-22
O5645,P1015,8,10193.43,0.15,69315.32,9078.68,2023-11-08
O5645,P1009,3,34111.64,0.1,92101.43,43558.01,2023-11-08
O5646,P1037,3,3806.79,0.0,11420.37,4175.43,2023-08-11
O5647,P1068,1,22417.61,0.05,21296.73,2073.31,2023-10-22
O5648,P1016,7,37297.53,0.15,221920.3,90699.98,2024-02-19
O5648,P1070,10,6024.93,0.1,54224.37,28486.87,2024-02-19
O5649,P1033,5,27304.43,0.05,129696.04,53261.79,2022-04-15
O5649,P1011,2,32361.01,0.0,64722.02,31477.6,2022-04-15
O5650,P1061,5,3643.62,0.05,17307.19,8.09,2024-07-14
O5650,P1031,0,23794.28,0.0,166559.96,58632.21,2024-07-14
O5651,P1003,1,9242.91,0.0,9242.91,4436.22,2024-02-02
O5652,P1052,1,1489.8,0.0,1489.8,-6850.03,2022-02-11
O5653,P1049,6,22828.96,0.0,136973.76,71712.78,2022-08-24
O5654,P1024,2,16191.61,0.15,27525.74,4895.56,2023-05-04
O5654,P1023,5,13315.79,0.15,56592.11,10165.76,2023-05-04
O5655,P1063,8,29513.46,0.05,224302.3,112362.22,2024-03-02
O5655,P1001,6,9783.71,0.05,55767.15,28049.73,2024-03-02
O5655,P1021,3,5750.24,0.05,16388.18,11856.59,2024-03-02
O5655,P1000,5,13970.08,0.05,66357.88,2054.63,2024-03-02
O5655,P1041,4,12612.55,0.0,50450.2,28657.72,2024-03-02
O5656,P1057,6,10577.02,0.0,63462.12,-33730.92,2023-01-05
O5656,P1035,8,6954.57,0.0,55636.56,29826.8,2023-01-05
O5657,P1018,3,19165.88,0.0,57497.64,34357.98,2024-11-21
O5657,P1026,4,12159.28,0.0,48637.12,7482.64,2024-11-21
O5657,P1056,9,6595.97,0.15,50459.17,15961.63,2024-11-21
O5658,P1015,8,10193.43,0.1,73392.7,13156.06,2023-06-21
O5658,P1026,6,12159.28,0.0,72955.68,11223.96,2023-06-21
O5659,P1031,4,23794.28,0.2,76141.7,14468.7,2024-08-06
O5659,P1043,6,15885.13,0.0,95310.78,57078.9,2024-08-06
O5659,P1030,4,29497.4,0.05,112090.12,54208.96,2024-08-06
O5660,P1021,7,5082.8,0.05,33800.62,23226.91,2022-08-08
O5660,P1019,6,31254.04,0.2,150019.39,67487.23,2022-08-08
O5660,P1055,8,1917.47,0.1,13805.78,-18142.06,2022-08-08
O5660,P1029,4,9590.58,0.2,30689.86,9977.86,2022-08-08
O5661,P1028,1,2337.44,0.15,1986.82,528.97,2023-11-21
O5661,P1010,4,31126.4,0.05,118280.32,40409.56,2023-11-21
O5661,P1045,3,1585.86,0.0,4757.58,354.45,2023-11-21
O5662,P1014,9,11246.58,0.15,86036.34,34701.42,2022-12-25
O5662,P1011,8,32361.01,0.0,258888.08,125910.4,2022-12-25
O5663,P1068,9,22417.61,0.0,201758.49,28747.71,2024-04-14
O5663,P1065,10,36625.4,0.2,293003.2,99198.7,2024-04-14
O5663,P1032,10,3513.77,0.1,31623.93,-1691.27,2024-04-14
O5663,P1005,4,13217.5,0.0,52870.0,,2024-04-14
O5663,P1048,8,15090.78,0.0,120726.24,37683.92,2024-04-14
O5664,P1055,1,16957.88,0.2,13566.3,9572.82,2024-03-22
O5664,P1013,10,45134.08,0.15,383639.68,186565.78,2024-03-22
O5664,P1005,2,13217.5,0.2,21148.0,2959.32,2024-03-22
O5665,P1054,10,32319.73,0.2,258557.84,112371.54,2022-06-01
O5665,P1036,10,35273.31,0.05,335096.44,151234.74,2022-06-01
O5665,P1031,9,23794.28,0.0,214148.52,,2022-06-01
O5666,P1054,2,32319.73,0.0,64639.46,35402.2,2022-01-27
O5666,P1063,2,29513.46,0.2,47221.54,19236.52,2022-01-27
O5666,P1003,9,9242.91,0.15,70708.26,27448.05,2022-01-27
O5666,P1057,10,14083.43,0.0,140834.3,-21154.1,2022-01-27
O5667,P1046,10,18135.6,0.0,181356.0,62844.9,2023-05-03
O5667,P1017,4,7561.91,0.15,25710.49,11356.29,2023-05-03
O5668,P1056,10,6595.97,0.05,62661.72,24331.12,2022-03-22
O5668,P1012,1,5666.08,0.15,4816.17,808.86,2022-03-22
O5668,P1021,8,16677.78,0.05,126751.13,114666.89,2022-03-22
O5668,P1035,2,6954.57,0.0,13909.14,7456.7,2022-03-22
O5668,P1061,2,3643.62,0.1,6558.52,-361.12,2022-03-22
O5669,P1053,8,26105.52,0.2,167075.33,61967.97,2023-03-16
O5670,P1039,5,32810.16,0.0,164050.8,90591.95,2022-11-09
O5671,P1035,9,6954.57,0.05,59461.57,30425.59,2023-03-15
O5672,P1050,5,20911.97,0.1,94103.86,46309.41,2024-09-20
O5673,P1051,6,4146.72,0.2,19904.26,7498.36,2023-03-10
O5674,P1017,5,7561.91,0.2,30247.64,12304.89,2023-11-21
O5675,P1056,8,6595.97,0.05,50129.37,,2022-10-17
O5675,P1024,3,16191.61,0.0,48574.83,14629.56,2022-10-17
O5675,P1014,3,11246.58,0.0,33739.74,16628.1,2022-10-17
O5676,P1000,5,13970.08,0.05,66357.88,2054.63,2023-02-14
O5676,P1061,3,3643.62,0.2,8744.69,-1634.77,2023-02-14
O5677,P1040,5,4769.04,0.05,22652.94,8942.19,2023-12-09
O5678,P1000,10,13970.08,0.0,139700.8,11094.3,2023-10-30
O5678,P1046,1,3700.49,0.0,3700.49,-8150.62,2023-10-30
O5678,P1018,7,19165.88,0.1,120745.04,66752.5,2023-10-30
O5679,P1058,2,24046.34,0.0,48092.68,21867.74,2023-10-04
O5680,P1004,1,18972.73,0.05,18024.09,3646.9,2024-12-05
O5680,P1036,3,35273.31,0.0,105819.93,50661.42,2024-12-05
O5680,P1002,8,13034.37,0.0,104274.96,9140.96,2024-12-05
O5680,P1037,4,3806.79,0.0,15227.16,5567.24,2024-12-05
O5681,P1018,1,19165.88,0.15,16291.0,8577.78,2023-07-04
O5681,P1039,6,32810.16,0.0,196860.96,108710.34,2023-07-04
O5682,P1039,9,32810.16,0.0,295291.44,163065.51,2023-11-25
O5682,P1059,6,42287.21,0.0,253723.26,142470.84,2023-11-25
O5683,P1033,7,27304.43,0.0,191131.01,84123.06,2023-07-09
O5684,P1071,3,23321.68,0.0,69965.04,34050.6,2023-02-08
O5685,P1071,10,23321.68,0.0,233216.8,113502.0,
O5685,P1064,4,18383.36,0.1,66180.1,8482.18,
O5686,P1049,4,22828.96,0.05,86750.05,43242.73,2023-02-01
O5687,P1019,1,31254.04,0.0,31254.04,17498.68,2022-03-07
O5687,P1002,7,13034.37,0.0,91240.59,7998.34,2022-03-07
O5687,P1023,7,13315.79,0.15,79228.95,14232.06,2022-03-07
O5688,P1046,7,1754.16,0.1,11051.21,-71906.56,2023-07-25
O5688,P1008,9,4819.76,0.0,43377.84,24343.02,2023-07-25
O5689,P1052,1,10450.76,0.1,9405.68,1065.85,2024-07-01
O5689,P1069,4,24311.57,0.0,97246.28,,2024-07-01
O5689,P1030,7,29497.4,0.0,206481.8,105189.77,2024-07-01
O5689,P1073,4,20265.78,0.0,81063.12,27220.84,2024-07-01
O5689,P1067,3,23222.13,0.1,62699.75,32230.43,2024-07-01
O5690,P1051,5,4146.72,0.05,19696.92,9358.67,2023-06-12
O5691,P1004,1,12620.39,0.15,10727.33,-3649.86,2022-08-21
O5692,P1061,1,3643.62,0.05,3461.44,1.62,2022-03-01
O5693,P1048,1,15090.78,0.05,14336.24,3955.95,2023-06-28
O5694,P1014,7,11246.58,0.0,78726.06,38798.9,2022-02-08
O5694,P1030,9,29497.4,0.05,252202.77,121970.16,2022-02-08
O5694,P1034,2,12074.71,0.0,24149.42,11931.0,2022-02-08
O5694,P1008,10,4819.76,0.0,48197.6,27047.8,2022-02-08
O5695,P1054,3,32319.73,0.2,77567.35,33711.46,2024-10-24
O5696,P1002,9,13034.37,0.0,117309.33,10283.58,2024-09-23
O5696,P1032,6,3513.77,0.15,17920.23,-2068.89,2024-09-23
O5696,P1017,3,7561.91,0.2,18148.58,7382.93,2024-09-23
O5696,P1010,8,31126.4,0.0,249011.2,93269.68,2024-09-23
O5697,P1074,3,5543.63,0.05,15799.35,7425.18,2023-12-11
O5697,P1003,4,9242.91,0.15,31425.89,12199.13,2023-12-11
O5697,P1020,9,36522.95,0.0,328706.55,180461.34,2023-12-11
O5697,P1041,3,12612.55,0.0,37837.65,21493.29,2023-12-11
O5697,P1050,6,20911.97,0.0,125471.82,68118.48,2023-12-11
O5698,P1010,10,31126.4,0.15,264574.4,69897.5,2023-01-15
O5698,P1017,5,7561.91,0.2,30247.64,12304.89,2023-01-15
O5698,P1024,9,16191.61,0.15,123865.82,22030.01,2023-01-15
O5699,P1053,5,26105.52,0.0,130527.6,64835.5,2022-02-05
O5699,P1011,6,32361.01,0.2,155332.85,55599.59,2022-02-05
O5699,P1005,10,13217.5,0.0,132175.0,41231.6,2022-02-05
O5699,P1014,5,11246.58,0.0,56232.9,27713.5,2022-02-05
O5700,P1020,10,36522.95,0.0,365229.5,200512.6,2024-07-12
O5700,P1002,8,13034.37,0.0,104274.96,9140.96,2024-07-12
O5700,P1051,9,4146.72,0.0,37320.48,18711.63,2024-07-12
O5700,P1015,1,10193.43,0.0,10193.43,2663.85,2024-07-12
O5701,P1035,8,6954.57,0.0,55636.56,29826.8,2022-03-12
O5701,P1017,8,7561.91,0.0,60495.28,31786.88,2022-03-12
O5701,P1041,1,12612.55,0.05,11981.92,6533.8,2022-03-12
O5702,P1055,7,13670.85,0.05,90911.15,62956.79,2024-01-11
O5702,P1046,8,8927.5,0.0,71420.0,-23388.88,2024-01-11
O5702,P1040,5,4769.04,0.0,23845.2,10134.45,2024-01-11
O5703,P1021,10,3646.12,0.0,36461.2,21355.9,2024-04-13
O5703,P1007,5,29458.23,0.1,132562.04,36797.94,2024-04-13
O5704,P1041,6,12612.55,0.05,71891.53,39202.81,2024-08-16
O5705,P1017,8,7561.91,0.0,60495.28,31786.88,2022-05-03
O5706,P1070,7,6024.93,0.05,40065.78,22049.53,2023-01-26
O5707,P1010,6,31126.4,0.1,168082.56,51276.42,2024-09-04
O5707,P1038,6,3129.05,0.0,18774.3,10692.78,2024-09-04
O5707,P1061,10,3643.62,0.0,36436.2,1838.0,2024-09-04
O5707,P1052,5,10479.51,0.05,49777.67,8078.52,2024-09-04
O5708,P1004,2,3363.36,0.15,5717.71,-23036.67,2024-11-30
O5708,P1052,4,10252.11,0.1,36907.6,3548.28,2024-11-30
O5708,P1045,9,1585.86,0.15,12131.83,-1077.56,2024-11-30
O5708,P1011,7,32361.01,0.1,203874.36,87518.89,2024-11-30
O5709,P1010,6,31126.4,0.05,177420.48,60614.34,2022-01-19
O5709,P1073,6,20265.78,0.0,121594.68,40831.26,2022-01-19
O5709,P1038,8,3129.05,0.05,23780.78,13005.42,2022-01-19
O5710,P1044,6,30704.86,0.0,184229.16,76155.0,2024-04-20
O5711,P1055,3,9514.24,0.05,27115.58,15135.14,2024-04-20
O5711,P1049,2,22828.96,0.0,45657.92,23904.26,2024-04-20
O5711,P1074,7,5543.63,0.0,38805.41,19265.68,2024-04-20
O5712,P1020,7,36522.95,0.1,230094.58,114792.75,
O5712,P1007,3,29458.23,0.05,83955.96,26497.5,
O5712,P1018,3,19165.88,0.2,45998.11,22858.45,
O5713,P1029,10,9590.58,0.0,95905.8,44125.8,2022-03-01
O5714,P1046,3,13471.83,0.1,36373.94,820.61,2022-08-08
O5715,P1011,0,32361.01,0.2,155332.85,55599.59,2023-06-17
O5716,P1024,10,16191.61,0.2,129532.88,16381.98,2022-03-05
O5716,P1033,9,27304.43,0.2,196591.9,59010.25,2022-03-05
O5716,P1062,8,-5495.3,0.05,-41764.28,-106596.2,2022-03-05
O5717,P1053,3,26105.52,0.05,74400.73,34985.47,2022-08-30
O5717,P1049,7,22828.96,0.15,135832.31,59694.5,2022-08-30
O5718,P1052,6,10282.78,0.15,52442.18,2403.2,2024-10-20
O5719,P1010,5,31126.4,0.0,155632.0,58293.55,2023-01-05
O5719,P1017,9,7561.91,0.0,68057.19,35760.24,2023-01-05
O5719,P1010,4,31126.4,0.05,118280.32,40409.56,2023-01-05
O5720,P1054,8,32319.73,0.0,258557.84,141608.8,2022-03-12
O5720,P1041,9,12612.55,0.2,90810.36,41777.28,2022-03-12
O5721,P1007,6,29458.23,0.15,150236.97,35320.05,2024-09-16
O5721,P1055,2,7210.97,0.0,14421.94,6434.98,2024-09-16
O5722,P1060,7,13348.69,0.2,74752.66,6042.83,2024-05-21
O5722,P1033,7,27304.43,0.0,191131.01,84123.06,2024-05-21
O5722,P1036,10,35273.31,0.2,282186.48,98324.78,2024-05-21
